company_name,title,job_department,job_type,work_location_type,pay_type,location_city,location_state,location_country,salary_min,salary_max,experience_years,description,required_skills,perks,apply_link,joining_fee_required,is_night_shift,status,display_applications_count,posted_days_ago
Paytm,"Network Engineer II",Engineering,full_time,office,fixed,Ahmedabad,Gujarat,India,600000,1100000,3,"Paytm is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://paytm.com/careers,0,0,active,189,23
PhonePe,"Content Writer II",Marketing,contract,hybrid,fixed,Remote,India,India,350000,650000,1,"PhonePe is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://www.phonepe.com/careers,0,0,active,1690,19
Razorpay,"Operations Manager II",Operations,part_time,remote,fixed,Bangalore,Karnataka,India,900000,1600000,6,"Razorpay is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://razorpay.com/jobs,0,0,active,1355,2
Freshworks,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,Hyderabad,Telangana,India,900000,1800000,5,"Freshworks is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://www.freshworks.com/company/careers,0,0,active,1461,4
Zoho,"React Frontend Engineer II",Engineering,full_time,remote,fixed,Pune,Maharashtra,India,700000,1300000,2,"Zoho is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://www.zoho.com/careers,0,0,active,1962,24
Mindtree,"Full Stack Developer II",Engineering,full_time,office,fixed,Mumbai,Maharashtra,India,800000,1500000,3,"Mindtree is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://www.mindtree.com/careers,0,0,active,2288,15
LTIMindtree,"DevOps Engineer II",Engineering,contract,hybrid,fixed,Chennai,"Tamil Nadu",India,1000000,2000000,4,"LTIMindtree is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://www.ltimindtree.com/careers,0,0,active,1340,10
Cognizant,"Data Analyst II",Operations,part_time,remote,fixed,"Delhi NCR",Delhi,India,500000,900000,1,"Cognizant is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://careers.cognizant.com,0,0,active,602,23
"Deloitte India","Data Scientist II",Engineering,full_time,hybrid,fixed,Gurgaon,Haryana,India,1100000,2200000,3,"Deloitte India is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://www2.deloitte.com/in/en/careers,0,0,active,247,24
"EY India","QA Automation Engineer II",Engineering,full_time,remote,fixed,Noida,"Uttar Pradesh",India,600000,1100000,2,"EY India is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://careers.ey.com,0,0,active,1323,14
"KPMG India","Product Manager II",Operations,full_time,office,fixed,Kolkata,"West Bengal",India,1200000,2500000,5,"KPMG India is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://home.kpmg/in/en/home/careers,0,0,active,507,4
Genpact,"UI/UX Designer II",Engineering,contract,hybrid,fixed,Ahmedabad,Gujarat,India,650000,1200000,2,"Genpact is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://www.genpact.com/careers,0,0,active,1081,19
TCS,"Android Developer II",Engineering,part_time,remote,fixed,Remote,India,India,750000,1400000,3,"TCS is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://www.tcs.com/careers,0,0,active,1668,20
Infosys,"iOS Developer II",Engineering,full_time,hybrid,fixed,Bangalore,Karnataka,India,800000,1500000,3,"Infosys is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://www.infosys.com/careers,0,0,active,1503,2
Wipro,"Flutter Developer II",Engineering,full_time,remote,fixed,Hyderabad,Telangana,India,700000,1300000,2,"Wipro is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://careers.wipro.com,0,0,active,190,29
"HCL Technologies","Cloud Architect II",Engineering,full_time,office,fixed,Pune,Maharashtra,India,1800000,3500000,8,"HCL Technologies is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://www.hcltech.com/careers,0,0,active,1448,4
"Tech Mahindra","Business Analyst II",Operations,contract,hybrid,fixed,Mumbai,Maharashtra,India,700000,1200000,3,"Tech Mahindra is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://careers.techmahindra.com,0,0,active,1378,8
"Accenture India","Sales Executive II",Sales,part_time,remote,fixed,Chennai,"Tamil Nadu",India,400000,800000,2,"Accenture India is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://www.accenture.com/in-en/careers,0,0,active,307,23
"Capgemini India","Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,"Delhi NCR",Delhi,India,600000,1100000,4,"Capgemini India is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://www.capgemini.com/careers,0,0,active,1111,13
"IBM India","HR Business Partner II","Human Resources",full_time,remote,fixed,Gurgaon,Haryana,India,700000,1300000,5,"IBM India is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://www.ibm.com/careers,0,0,active,1285,2
"Amazon India","Financial Analyst II",Finance,full_time,office,fixed,Noida,"Uttar Pradesh",India,550000,1000000,2,"Amazon India is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://www.amazon.jobs/en/locations/india,0,0,active,1154,28
Flipkart,"Customer Support Lead II","Customer Support",contract,hybrid,fixed,Kolkata,"West Bengal",India,450000,850000,3,"Flipkart is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://www.flipkartcareers.com,0,0,active,2300,1
Swiggy,"Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Ahmedabad,Gujarat,India,900000,1700000,3,"Swiggy is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://careers.swiggy.com,0,0,active,2080,14
Zomato,"Python Developer II",Engineering,full_time,hybrid,fixed,Remote,India,India,650000,1200000,2,"Zomato is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://www.zomato.com/careers,0,0,active,1235,8
Paytm,"SAP Consultant II",Operations,full_time,remote,fixed,Bangalore,Karnataka,India,1000000,1900000,4,"Paytm is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://paytm.com/careers,0,0,active,1244,9
PhonePe,"Network Engineer II",Engineering,full_time,office,fixed,Hyderabad,Telangana,India,600000,1100000,3,"PhonePe is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://www.phonepe.com/careers,0,0,active,691,22
Razorpay,"Content Writer II",Marketing,contract,hybrid,fixed,Pune,Maharashtra,India,350000,650000,1,"Razorpay is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://razorpay.com/jobs,0,0,active,245,29
Freshworks,"Operations Manager II",Operations,part_time,remote,fixed,Mumbai,Maharashtra,India,900000,1600000,6,"Freshworks is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://www.freshworks.com/company/careers,0,0,active,1733,12
Zoho,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,Chennai,"Tamil Nadu",India,900000,1800000,5,"Zoho is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://www.zoho.com/careers,0,0,active,1481,20
Mindtree,"React Frontend Engineer II",Engineering,full_time,remote,fixed,"Delhi NCR",Delhi,India,700000,1300000,2,"Mindtree is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://www.mindtree.com/careers,0,0,active,1183,21
LTIMindtree,"Full Stack Developer II",Engineering,full_time,office,fixed,Gurgaon,Haryana,India,800000,1500000,3,"LTIMindtree is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://www.ltimindtree.com/careers,0,0,active,804,2
Cognizant,"DevOps Engineer II",Engineering,contract,hybrid,fixed,Noida,"Uttar Pradesh",India,1000000,2000000,4,"Cognizant is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://careers.cognizant.com,0,0,active,824,10
"Deloitte India","Data Analyst II",Operations,part_time,remote,fixed,Kolkata,"West Bengal",India,500000,900000,1,"Deloitte India is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://www2.deloitte.com/in/en/careers,0,0,active,1311,7
"EY India","Data Scientist II",Engineering,full_time,hybrid,fixed,Ahmedabad,Gujarat,India,1100000,2200000,3,"EY India is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://careers.ey.com,0,0,active,2390,9
"KPMG India","QA Automation Engineer II",Engineering,full_time,remote,fixed,Remote,India,India,600000,1100000,2,"KPMG India is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://home.kpmg/in/en/home/careers,0,0,active,763,25
Genpact,"Product Manager II",Operations,full_time,office,fixed,Bangalore,Karnataka,India,1200000,2500000,5,"Genpact is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://www.genpact.com/careers,0,0,active,2372,13
TCS,"UI/UX Designer II",Engineering,contract,hybrid,fixed,Hyderabad,Telangana,India,650000,1200000,2,"TCS is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://www.tcs.com/careers,0,0,active,685,26
Infosys,"Android Developer II",Engineering,part_time,remote,fixed,Pune,Maharashtra,India,750000,1400000,3,"Infosys is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://www.infosys.com/careers,0,0,active,993,29
Wipro,"iOS Developer II",Engineering,full_time,hybrid,fixed,Mumbai,Maharashtra,India,800000,1500000,3,"Wipro is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://careers.wipro.com,0,0,active,357,0
"HCL Technologies","Flutter Developer II",Engineering,full_time,remote,fixed,Chennai,"Tamil Nadu",India,700000,1300000,2,"HCL Technologies is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://www.hcltech.com/careers,0,0,active,2310,22
"Tech Mahindra","Cloud Architect II",Engineering,full_time,office,fixed,"Delhi NCR",Delhi,India,1800000,3500000,8,"Tech Mahindra is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://careers.techmahindra.com,0,0,active,1813,14
"Accenture India","Business Analyst II",Operations,contract,hybrid,fixed,Gurgaon,Haryana,India,700000,1200000,3,"Accenture India is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://www.accenture.com/in-en/careers,0,0,active,1021,19
"Capgemini India","Sales Executive II",Sales,part_time,remote,fixed,Noida,"Uttar Pradesh",India,400000,800000,2,"Capgemini India is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://www.capgemini.com/careers,0,0,active,1138,20
"IBM India","Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,Kolkata,"West Bengal",India,600000,1100000,4,"IBM India is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://www.ibm.com/careers,0,0,active,111,28
"Amazon India","HR Business Partner II","Human Resources",full_time,remote,fixed,Ahmedabad,Gujarat,India,700000,1300000,5,"Amazon India is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://www.amazon.jobs/en/locations/india,0,0,active,2142,0
Flipkart,"Financial Analyst II",Finance,full_time,office,fixed,Remote,India,India,550000,1000000,2,"Flipkart is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://www.flipkartcareers.com,0,0,active,1386,15
Swiggy,"Customer Support Lead II","Customer Support",contract,hybrid,fixed,Bangalore,Karnataka,India,450000,850000,3,"Swiggy is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://careers.swiggy.com,0,0,active,1287,5
Zomato,"Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Hyderabad,Telangana,India,900000,1700000,3,"Zomato is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://www.zomato.com/careers,0,0,active,1628,7
Paytm,"Python Developer II",Engineering,full_time,hybrid,fixed,Pune,Maharashtra,India,650000,1200000,2,"Paytm is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://paytm.com/careers,0,0,active,835,7
PhonePe,"SAP Consultant II",Operations,full_time,remote,fixed,Mumbai,Maharashtra,India,1000000,1900000,4,"PhonePe is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://www.phonepe.com/careers,0,0,active,1293,6
Razorpay,"Network Engineer II",Engineering,full_time,office,fixed,Chennai,"Tamil Nadu",India,600000,1100000,3,"Razorpay is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://razorpay.com/jobs,0,0,active,1578,3
Freshworks,"Content Writer II",Marketing,contract,hybrid,fixed,"Delhi NCR",Delhi,India,350000,650000,1,"Freshworks is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://www.freshworks.com/company/careers,0,0,active,843,7
Zoho,"Operations Manager II",Operations,part_time,remote,fixed,Gurgaon,Haryana,India,900000,1600000,6,"Zoho is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://www.zoho.com/careers,0,0,active,479,22
Mindtree,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,Noida,"Uttar Pradesh",India,900000,1800000,5,"Mindtree is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://www.mindtree.com/careers,0,0,active,1038,22
LTIMindtree,"React Frontend Engineer II",Engineering,full_time,remote,fixed,Kolkata,"West Bengal",India,700000,1300000,2,"LTIMindtree is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://www.ltimindtree.com/careers,0,0,active,1755,16
Cognizant,"Full Stack Developer II",Engineering,full_time,office,fixed,Ahmedabad,Gujarat,India,800000,1500000,3,"Cognizant is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://careers.cognizant.com,0,0,active,721,2
"Deloitte India","DevOps Engineer II",Engineering,contract,hybrid,fixed,Remote,India,India,1000000,2000000,4,"Deloitte India is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://www2.deloitte.com/in/en/careers,0,0,active,467,27
"EY India","Data Analyst II",Operations,part_time,remote,fixed,Bangalore,Karnataka,India,500000,900000,1,"EY India is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://careers.ey.com,0,0,active,1271,25
"KPMG India","Data Scientist II",Engineering,full_time,hybrid,fixed,Hyderabad,Telangana,India,1100000,2200000,3,"KPMG India is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://home.kpmg/in/en/home/careers,0,0,active,546,11
Genpact,"QA Automation Engineer II",Engineering,full_time,remote,fixed,Pune,Maharashtra,India,600000,1100000,2,"Genpact is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://www.genpact.com/careers,0,0,active,1363,20
TCS,"Product Manager II",Operations,full_time,office,fixed,Mumbai,Maharashtra,India,1200000,2500000,5,"TCS is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://www.tcs.com/careers,0,0,active,928,23
Infosys,"UI/UX Designer II",Engineering,contract,hybrid,fixed,Chennai,"Tamil Nadu",India,650000,1200000,2,"Infosys is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://www.infosys.com/careers,0,0,active,654,8
Wipro,"Android Developer II",Engineering,part_time,remote,fixed,"Delhi NCR",Delhi,India,750000,1400000,3,"Wipro is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://careers.wipro.com,0,0,active,1015,27
"HCL Technologies","iOS Developer II",Engineering,full_time,hybrid,fixed,Gurgaon,Haryana,India,800000,1500000,3,"HCL Technologies is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://www.hcltech.com/careers,0,0,active,1856,28
"Tech Mahindra","Flutter Developer II",Engineering,full_time,remote,fixed,Noida,"Uttar Pradesh",India,700000,1300000,2,"Tech Mahindra is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://careers.techmahindra.com,0,0,active,1805,8
"Accenture India","Cloud Architect II",Engineering,full_time,office,fixed,Kolkata,"West Bengal",India,1800000,3500000,8,"Accenture India is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://www.accenture.com/in-en/careers,0,0,active,1970,29
"Capgemini India","Business Analyst II",Operations,contract,hybrid,fixed,Ahmedabad,Gujarat,India,700000,1200000,3,"Capgemini India is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://www.capgemini.com/careers,0,0,active,688,0
"IBM India","Sales Executive II",Sales,part_time,remote,fixed,Remote,India,India,400000,800000,2,"IBM India is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://www.ibm.com/careers,0,0,active,1661,26
"Amazon India","Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,Bangalore,Karnataka,India,600000,1100000,4,"Amazon India is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://www.amazon.jobs/en/locations/india,0,0,active,1052,1
Flipkart,"HR Business Partner II","Human Resources",full_time,remote,fixed,Hyderabad,Telangana,India,700000,1300000,5,"Flipkart is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://www.flipkartcareers.com,0,0,active,1784,29
Swiggy,"Financial Analyst II",Finance,full_time,office,fixed,Pune,Maharashtra,India,550000,1000000,2,"Swiggy is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://careers.swiggy.com,0,0,active,377,0
Zomato,"Customer Support Lead II","Customer Support",contract,hybrid,fixed,Mumbai,Maharashtra,India,450000,850000,3,"Zomato is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://www.zomato.com/careers,0,0,active,521,23
Paytm,"Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Chennai,"Tamil Nadu",India,900000,1700000,3,"Paytm is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://paytm.com/careers,0,0,active,213,16
PhonePe,"Python Developer II",Engineering,full_time,hybrid,fixed,"Delhi NCR",Delhi,India,650000,1200000,2,"PhonePe is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://www.phonepe.com/careers,0,0,active,1679,18
Razorpay,"SAP Consultant II",Operations,full_time,remote,fixed,Gurgaon,Haryana,India,1000000,1900000,4,"Razorpay is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://razorpay.com/jobs,0,0,active,2126,16
Freshworks,"Network Engineer II",Engineering,full_time,office,fixed,Noida,"Uttar Pradesh",India,600000,1100000,3,"Freshworks is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://www.freshworks.com/company/careers,0,0,active,494,17
Zoho,"Content Writer II",Marketing,contract,hybrid,fixed,Kolkata,"West Bengal",India,350000,650000,1,"Zoho is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://www.zoho.com/careers,0,0,active,420,15
Mindtree,"Operations Manager II",Operations,part_time,remote,fixed,Ahmedabad,Gujarat,India,900000,1600000,6,"Mindtree is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://www.mindtree.com/careers,0,0,active,1457,19
LTIMindtree,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,Remote,India,India,900000,1800000,5,"LTIMindtree is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://www.ltimindtree.com/careers,0,0,active,1212,11
